dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
LONG,2023-12-04,2072.6,2022.76,2169.37,2023-12-05,2022.76,0.03,-150.63,-1.01,stop,0
LONG,2024-03-04,2082.51,2028.35,2193.08,2024-03-08,2193.08,0.02,220.41,2.03,target,3
LONG,2024-03-08,2159.28,2132.53,2214.73,2024-03-21,2214.73,0.05,275.42,2.06,target,8
LONG,2024-04-01,2241.94,2173.29,2352.05,2024-04-08,2352.05,0.02,219.49,1.6,target,4
LONG,2024-04-08,2324.16,2251.95,2483.95,2024-07-02,2331.75,0.02,14.44,0.1,time,60
LONG,2024-07-08,2386.21,2337.31,2498.56,2024-08-16,2498.56,0.03,335.93,2.29,target,28
LONG,2024-08-19,2508.41,2430.62,2661.13,2024-09-24,2661.13,0.02,304.71,1.96,target,25
LONG,2024-09-24,2628.64,2597.37,2690.43,2024-10-17,2690.43,0.05,307.11,1.96,target,16
LONG,2024-10-18,2692.69,2658.01,2762.47,2024-10-29,2762.47,0.04,277.63,2.0,target,6
LONG,2024-10-30,2774.11,2724.38,2874.57,2024-11-06,2724.38,0.03,-150.31,-1.01,stop,4
LONG,2025-01-17,2714.44,2674.02,2794.74,2025-01-30,2794.74,0.04,319.7,1.98,target,8
LONG,2025-01-31,2795.08,2742.62,2896.94,2025-02-10,2896.94,0.03,304.48,1.93,target,5
LONG,2025-02-11,2907.9,2836.86,3049.92,2025-02-28,2836.86,0.02,-142.82,-1.01,stop,12
LONG,2025-03-14,2989.38,2912.57,3141.27,2025-04-01,3141.27,0.02,303.04,1.97,target,11
LONG,2025-04-01,3123.22,3058.24,3255.41,2025-04-03,3058.24,0.02,-130.71,-1.01,stop,1
LONG,2025-04-11,3176.0,3040.89,3444.39,2025-04-22,3444.39,0.01,268.02,1.98,target,5
LONG,2025-04-22,3425.06,3296.08,3681.04,2025-04-23,3296.08,0.01,-129.35,-1.0,stop,0
LONG,2025-06-16,3434.04,3347.33,3607.8,2025-06-20,3347.33,0.02,-174.17,-1.0,stop,3
LONG,2025-07-22,3399.04,3321.35,3549.54,2025-07-28,3321.35,0.02,-156.13,-1.0,stop,3
LONG,2025-08-29,3417.06,3365.53,3521.02,2025-09-02,3521.02,0.03,310.77,2.01,target,1
LONG,2025-09-02,3476.41,3417.15,3594.81,2025-09-05,3594.81,0.02,236.05,1.99,target,2
LONG,2025-09-08,3592.28,3517.44,3727.23,2025-10-15,3727.23,0.02,269.15,1.8,target,4
LONG,2025-10-17,4331.84,4157.0,4669.76,2025-10-21,4157.0,0.01,-175.21,-1.0,stop,1
LONG,2025-12-12,4280.35,4168.24,4505.42,2025-12-24,4505.42,0.01,224.7,2.0,target,7
LONG,2025-12-24,4484.7,4394.86,4668.18,2025-12-29,4394.86,0.02,-180.41,-1.0,stop,1
LONG,2025-12-29,4538.0,4447.07,4699.38,2025-12-30,4447.07,0.01,-91.3,-1.0,stop,0
LONG,2026-01-13,4603.1,4467.81,4859.96,2026-01-22,4859.96,0.01,256.49,1.9,target,0
LONG,2026-01-26,5010.53,4848.29,5250.98,2026-01-28,5250.98,0.01,240.08,1.48,target,1
LONG,2026-01-28,5179.67,4958.09,5624.87,2026-01-30,4958.09,0.01,-221.95,-1.0,stop,1
