dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
SHORT,2005-10-24 08:00:00,463.7,466.79,457.21,2005-10-24 16:00:00,466.79,0.24,-83.14,-1.12,stop,7
LONG,2005-10-27 03:00:00,471.3,469.32,474.96,2005-10-27 14:00:00,474.96,0.38,124.97,1.66,target,10
LONG,2005-10-28 20:00:00,472.6,468.77,480.56,2005-10-31 16:00:00,468.77,0.2,-84.0,-1.1,stop,16
SHORT,2005-11-02 22:00:00,462.3,463.98,458.33,2005-11-03 09:00:00,463.98,0.45,-92.4,-1.22,stop,9
SHORT,2005-11-03 15:00:00,460.2,465.27,449.77,2005-11-08 08:00:00,456.6,0.14,45.22,0.64,time,60
LONG,2005-11-11 07:00:00,465.2,464.19,467.51,2005-11-11 17:00:00,467.51,0.75,145.54,1.93,target,9
LONG,2005-11-14 18:00:00,468.1,465.82,472.36,2005-11-16 09:00:00,472.36,0.33,128.46,1.71,target,36
LONG,2005-11-28 08:00:00,498.1,486.44,501.92,2005-11-29 02:00:00,501.92,0.06,20.7,0.3,target,16
LONG,2005-11-29 18:00:00,497.2,493.52,504.86,2005-12-01 01:00:00,493.52,0.21,-85.08,-1.1,stop,5
LONG,2005-12-01 13:00:00,496.5,491.8,506.2,2005-12-02 09:00:00,506.2,0.16,149.23,1.99,target,18
LONG,2005-12-06 17:00:00,506.6,503.05,513.4,2005-12-07 12:00:00,513.4,0.22,141.41,1.81,target,17
LONG,2005-12-13 14:00:00,526.6,519.76,540.58,2005-12-13 16:00:00,519.76,0.11,-79.29,-1.05,stop,1
SHORT,2005-12-16 19:00:00,503.0,508.25,491.89,2005-12-19 08:00:00,508.25,0.15,-84.37,-1.07,stop,7
SHORT,2005-12-19 20:00:00,503.3,509.8,490.0,2005-12-21 01:00:00,490.0,0.12,155.13,1.99,target,26
LONG,2005-12-30 08:00:00,514.5,510.91,520.78,2006-01-03 12:00:00,520.78,0.22,129.97,1.65,target,16
LONG,2006-01-06 08:00:00,527.2,521.87,537.86,2006-01-06 18:00:00,537.86,0.15,154.36,1.93,target,9
LONG,2006-01-10 16:00:00,544.5,539.19,555.43,2006-01-10 17:00:00,539.19,0.15,-85.24,-1.07,stop,0
LONG,2006-01-11 02:00:00,543.1,537.97,553.05,2006-01-13 16:00:00,553.05,0.16,153.28,1.87,target,59
LONG,2006-01-19 05:00:00,548.6,539.08,567.33,2006-01-20 16:00:00,567.33,0.08,146.91,1.93,target,33
LONG,2006-01-23 03:00:00,556.1,547.41,572.28,2006-01-25 22:00:00,562.7,0.09,56.07,0.72,time,60
LONG,2006-01-26 19:00:00,560.2,553.19,575.42,2006-01-31 13:00:00,570.2,0.12,115.56,1.37,time,60
LONG,2006-02-01 05:00:00,567.0,564.66,572.28,2006-02-01 16:00:00,564.66,0.37,-100.18,-1.16,stop,10
LONG,2006-02-01 19:00:00,568.0,561.89,580.53,2006-02-06 15:00:00,568.7,0.14,4.62,0.05,time,60
