dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
LONG,2013-08-15 20:00:00,1358.21,1315.62,1443.58,2013-08-30 00:00:00,1406.19,0.04,190.44,1.12,time,60
SHORT,2013-09-12 12:00:00,1339.55,1363.2,1292.32,2013-09-18 04:00:00,1292.32,0.07,328.05,1.98,target,21
SHORT,2013-09-18 04:00:00,1299.5,1315.75,1267.0,2013-09-18 20:00:00,1315.75,0.11,-182.82,-1.02,stop,3
LONG,2013-09-19 00:00:00,1365.21,1295.12,1501.82,2013-10-01 12:00:00,1295.12,0.02,-140.92,-1.01,stop,50
SHORT,2013-10-01 16:00:00,1293.11,1339.79,1199.78,2013-10-15 20:00:00,1271.1,0.04,86.56,0.46,time,60
LONG,2013-10-22 16:00:00,1328.19,1306.74,1371.09,2013-11-01 16:00:00,1306.74,0.08,-174.56,-1.02,stop,47
SHORT,2013-11-01 16:00:00,1309.65,1322.01,1297.7,2013-11-04 12:00:00,1322.01,0.15,-190.99,-1.03,stop,4
SHORT,2013-11-07 16:00:00,1303.85,1330.11,1251.64,2013-11-20 20:00:00,1251.64,0.07,362.9,1.97,target,54
SHORT,2013-11-21 00:00:00,1243.85,1267.76,1197.54,2013-12-05 04:00:00,1239.05,0.07,31.01,0.19,time,60
SHORT,2013-12-19 00:00:00,1217.33,1248.97,1155.49,2014-01-07 04:00:00,1240.99,0.06,-144.18,-0.76,time,60
LONG,2014-01-10 20:00:00,1246.45,1235.2,1268.77,2014-01-15 12:00:00,1235.2,0.16,-185.9,-1.03,stop,15
LONG,2014-01-20 16:00:00,1256.55,1251.09,1267.2,2014-01-20 20:00:00,1251.09,0.34,-198.14,-1.07,stop,0
SHORT,2014-01-23 04:00:00,1231.97,1240.02,1215.84,2014-01-23 08:00:00,1240.02,0.22,-185.24,-1.05,stop,0
LONG,2014-01-23 20:00:00,1262.04,1251.06,1284.01,2014-01-28 16:00:00,1251.06,0.16,-181.64,-1.03,stop,16
SHORT,2014-01-30 16:00:00,1241.32,1260.53,1203.01,2014-02-03 16:00:00,1260.53,0.09,-176.25,-1.02,stop,11
LONG,2014-02-11 04:00:00,1282.66,1270.52,1306.85,2014-02-14 00:00:00,1306.85,0.14,333.52,1.96,target,16
LONG,2014-02-14 00:00:00,1301.44,1295.13,1317.9,2014-02-14 12:00:00,1317.9,0.28,450.61,2.55,target,2
LONG,2014-02-14 12:00:00,1308.23,1301.45,1321.79,2014-02-17 00:00:00,1321.79,0.27,356.18,1.95,target,2
LONG,2014-02-17 04:00:00,1327.02,1315.83,1349.31,2014-02-18 12:00:00,1315.83,0.17,-196.49,-1.03,stop,7
LONG,2014-02-24 12:00:00,1333.83,1321.15,1359.12,2014-02-28 16:00:00,1321.15,0.14,-182.65,-1.03,stop,24
LONG,2014-03-03 20:00:00,1351.34,1341.82,1370.38,2014-03-04 08:00:00,1341.82,0.19,-187.9,-1.04,stop,2
LONG,2014-03-12 04:00:00,1358.01,1341.69,1390.65,2014-03-19 12:00:00,1341.69,0.11,-183.57,-1.02,stop,31
SHORT,2014-03-24 16:00:00,1317.52,1329.07,1294.42,2014-03-27 08:00:00,1294.42,0.15,340.9,1.97,target,15
SHORT,2014-03-27 12:00:00,1293.87,1307.84,1265.93,2014-04-08 08:00:00,1307.84,0.13,-186.42,-1.03,stop,46
LONG,2014-04-08 12:00:00,1311.63,1297.48,1339.78,2014-04-15 12:00:00,1297.48,0.13,-188.76,-1.03,stop,29
SHORT,2014-04-15 16:00:00,1294.12,1315.8,1250.83,2014-04-30 20:00:00,1293.34,0.08,3.28,0.02,time,60
SHORT,2014-05-01 12:00:00,1282.77,1293.58,1261.16,2014-05-02 16:00:00,1293.58,0.16,-178.81,-1.03,stop,6
LONG,2014-05-05 08:00:00,1305.72,1299.58,1317.82,2014-05-07 16:00:00,1299.58,0.29,-188.83,-1.06,stop,13
SHORT,2014-05-12 04:00:00,1284.75,1292.3,1269.74,2014-05-12 12:00:00,1292.3,0.23,-182.18,-1.05,stop,1
LONG,2014-05-14 16:00:00,1307.34,1296.94,1328.0,2014-05-15 12:00:00,1296.94,0.17,-183.17,-1.04,stop,4
SHORT,2014-05-27 12:00:00,1283.03,1292.47,1264.05,2014-05-28 00:00:00,1264.05,0.18,334.9,1.97,target,2
SHORT,2014-05-28 00:00:00,1264.57,1270.44,1253.42,2014-05-29 08:00:00,1253.42,0.3,323.26,1.83,target,7
SHORT,2014-05-29 12:00:00,1253.0,1261.28,1236.67,2014-06-10 12:00:00,1261.28,0.21,-181.72,-1.04,stop,47
LONG,2014-06-16 04:00:00,1278.98,1274.69,1287.55,2014-06-16 16:00:00,1274.69,0.42,-195.54,-1.09,stop,2
LONG,2014-06-19 16:00:00,1288.88,1278.29,1310.09,2014-06-19 20:00:00,1310.09,0.16,333.43,1.97,target,0
LONG,2014-06-19 20:00:00,1312.74,1283.78,1370.71,2014-07-04 00:00:00,1319.93,0.06,40.92,0.24,time,60
LONG,2014-07-10 00:00:00,1327.58,1319.1,1345.04,2014-07-10 12:00:00,1345.04,0.21,358.92,2.02,target,2
LONG,2014-07-10 16:00:00,1339.9,1327.6,1364.49,2014-07-14 08:00:00,1327.6,0.15,-190.01,-1.03,stop,9
SHORT,2014-07-15 20:00:00,1296.41,1315.63,1258.07,2014-07-17 16:00:00,1315.63,0.09,-176.27,-1.02,stop,10
SHORT,2014-07-24 08:00:00,1296.95,1307.36,1276.12,2014-07-25 20:00:00,1307.36,0.17,-183.32,-1.04,stop,8
SHORT,2014-07-31 16:00:00,1288.1,1299.93,1264.47,2014-08-06 12:00:00,1299.93,0.15,-182.96,-1.03,stop,22
LONG,2014-08-06 16:00:00,1302.12,1285.22,1335.62,2014-08-20 20:00:00,1292.88,0.1,-96.1,-0.57,time,60
SHORT,2014-08-21 00:00:00,1290.75,1297.68,1278.97,2014-08-21 08:00:00,1278.97,0.25,285.33,1.65,target,1
SHORT,2014-08-21 08:00:00,1285.77,1292.55,1272.2,2014-08-28 08:00:00,1292.55,0.26,-185.97,-1.05,stop,29
SHORT,2014-09-02 08:00:00,1281.38,1287.93,1268.31,2014-09-02 12:00:00,1268.31,0.27,342.92,1.94,target,0
SHORT,2014-09-02 12:00:00,1276.02,1285.58,1256.99,2014-09-08 16:00:00,1256.99,0.19,354.57,1.95,target,24
SHORT,2014-09-08 20:00:00,1252.26,1268.74,1219.36,2014-09-18 00:00:00,1219.36,0.11,357.86,1.97,target,42
SHORT,2014-09-18 00:00:00,1221.77,1241.79,1183.54,2014-10-02 04:00:00,1215.65,0.09,51.75,0.29,time,60
SHORT,2014-10-03 16:00:00,1202.37,1212.43,1182.09,2014-10-07 08:00:00,1212.43,0.18,-187.79,-1.04,stop,9
LONG,2014-10-15 20:00:00,1243.83,1230.56,1270.34,2014-10-23 16:00:00,1230.56,0.14,-190.94,-1.03,stop,34
SHORT,2014-10-23 16:00:00,1234.52,1242.87,1218.05,2014-10-29 20:00:00,1218.05,0.22,354.14,1.93,target,24
SHORT,2014-10-30 00:00:00,1210.76,1225.76,1180.8,2014-10-31 08:00:00,1180.8,0.12,355.12,1.97,target,7
SHORT,2014-10-31 08:00:00,1187.31,1202.44,1156.73,2014-11-05 04:00:00,1156.73,0.12,362.57,2.0,target,16
SHORT,2014-11-05 08:00:00,1154.49,1171.17,1121.16,2014-11-07 16:00:00,1171.17,0.11,-187.57,-1.02,stop,13
LONG,2014-11-18 12:00:00,1198.42,1182.6,1229.92,2014-11-19 16:00:00,1182.6,0.12,-194.32,-1.02,stop,6
SHORT,2014-11-28 16:00:00,1179.91,1192.5,1154.82,2014-12-01 00:00:00,1154.82,0.15,370.79,1.96,target,1
LONG,2014-12-01 20:00:00,1215.13,1174.08,1297.4,2014-12-16 08:00:00,1197.53,0.04,-71.88,-0.44,time,60
SHORT,2014-12-22 20:00:00,1180.64,1200.59,1141.0,2014-12-30 12:00:00,1200.59,0.09,-182.91,-1.02,stop,24
LONG,2014-12-30 20:00:00,1203.36,1191.84,1226.4,2014-12-31 16:00:00,1191.84,0.16,-190.21,-1.03,stop,4
SHORT,2015-01-02 16:00:00,1174.13,1190.78,1140.95,2015-01-05 00:00:00,1190.78,0.11,-187.23,-1.02,stop,1
LONG,2015-01-06 12:00:00,1213.26,1201.75,1236.33,2015-01-13 00:00:00,1236.33,0.16,363.21,1.97,target,26
LONG,2015-01-13 00:00:00,1231.85,1224.26,1251.23,2015-01-15 12:00:00,1251.23,0.25,475.37,2.5,target,14
LONG,2015-01-15 16:00:00,1254.44,1223.45,1316.58,2015-02-02 00:00:00,1280.42,0.06,153.66,0.83,time,60
SHORT,2015-02-06 16:00:00,1246.55,1270.8,1198.1,2015-02-18 16:00:00,1198.1,0.08,384.62,1.98,target,46
SHORT,2015-02-18 20:00:00,1200.53,1214.62,1172.36,2015-02-19 00:00:00,1214.62,0.14,-202.38,-1.03,stop,0
SHORT,2015-02-23 12:00:00,1192.33,1207.26,1162.74,2015-02-23 16:00:00,1207.26,0.13,-198.88,-1.02,stop,0
SHORT,2015-03-06 12:00:00,1192.87,1202.26,1174.29,2015-03-06 16:00:00,1174.29,0.21,382.35,1.94,target,0
SHORT,2015-03-06 16:00:00,1182.33,1201.51,1143.96,2015-03-17 12:00:00,1143.96,0.1,379.98,1.98,target,39
LONG,2015-03-25 16:00:00,1197.02,1188.23,1214.6,2015-03-26 08:00:00,1214.6,0.23,395.75,1.96,target,3
LONG,2015-03-26 12:00:00,1211.67,1195.68,1243.69,2015-03-27 12:00:00,1195.68,0.13,-212.72,-1.02,stop,5
SHORT,2015-03-30 16:00:00,1185.15,1194.36,1166.85,2015-04-01 16:00:00,1194.36,0.22,-210.78,-1.04,stop,11
LONG,2015-04-01 20:00:00,1206.27,1187.73,1243.38,2015-04-14 12:00:00,1187.73,0.11,-208.02,-1.02,stop,46
SHORT,2015-04-14 12:00:00,1191.0,1201.5,1170.06,2015-04-15 20:00:00,1201.5,0.19,-206.5,-1.04,stop,7
SHORT,2015-04-22 20:00:00,1188.42,1201.84,1161.62,2015-04-27 16:00:00,1201.84,0.15,-206.79,-1.03,stop,16
LONG,2015-04-27 20:00:00,1206.7,1181.44,1257.23,2015-04-30 16:00:00,1181.44,0.07,-179.43,-1.01,stop,16
SHORT,2015-05-01 16:00:00,1173.32,1185.46,1148.79,2015-05-04 12:00:00,1185.46,0.16,-200.22,-1.03,stop,4
LONG,2015-05-12 16:00:00,1195.1,1180.92,1223.43,2015-05-14 16:00:00,1223.43,0.13,363.49,1.97,target,11
LONG,2015-05-14 16:00:00,1219.12,1211.07,1235.33,2015-05-15 12:00:00,1211.07,0.24,-202.01,-1.05,stop,4
LONG,2015-05-18 12:00:00,1228.75,1221.01,1243.79,2015-05-19 04:00:00,1221.01,0.25,-202.83,-1.05,stop,3
SHORT,2015-05-26 12:00:00,1195.15,1207.8,1170.16,2015-06-05 12:00:00,1170.16,0.15,369.35,1.95,target,47
